subject activity tbodyacc.mean...x tbodyacc.mean...y tbodyacc.mean...z tgravityacc.mean...x tgravityacc.mean...y tgravityacc.mean...z tbodyaccjerk.mean...x tbodyaccjerk.mean...y tbodyaccjerk.mean...z tbodygyro.mean...x tbodygyro.mean...y tbodygyro.mean...z tbodygyrojerk.mean...x tbodygyrojerk.mean...y tbodygyrojerk.mean...z tbodyaccmag.mean.. tgravityaccmag.mean.. tbodyaccjerkmag.mean.. tbodygyromag.mean.. tbodygyrojerkmag.mean.. fbodyacc.mean...x fbodyacc.mean...y fbodyacc.mean...z fbodyacc.meanfreq...x fbodyacc.meanfreq...y fbodyacc.meanfreq...z fbodyaccjerk.mean...x fbodyaccjerk.mean...y fbodyaccjerk.mean...z fbodyaccjerk.meanfreq...x fbodyaccjerk.meanfreq...y fbodyaccjerk.meanfreq...z fbodygyro.mean...x fbodygyro.mean...y fbodygyro.mean...z fbodygyro.meanfreq...x fbodygyro.meanfreq...y fbodygyro.meanfreq...z fbodyaccmag.mean.. fbodyaccmag.meanfreq.. fbodybodyaccjerkmag.mean.. fbodybodyaccjerkmag.meanfreq.. fbodybodygyromag.mean.. fbodybodygyromag.meanfreq.. fbodybodygyrojerkmag.mean.. fbodybodygyrojerkmag.meanfreq.. angle.tbodyaccmean.gravity. angle.tbodyaccjerkmean..gravitymean. angle.tbodygyromean.gravitymean. angle.tbodygyrojerkmean.gravitymean. angle.x.gravitymean. angle.y.gravitymean. angle.z.gravitymean. tbodyacc.std...x tbodyacc.std...y tbodyacc.std...z tgravityacc.std...x tgravityacc.std...y tgravityacc.std...z tbodyaccjerk.std...x tbodyaccjerk.std...y tbodyaccjerk.std...z tbodygyro.std...x tbodygyro.std...y tbodygyro.std...z tbodygyrojerk.std...x tbodygyrojerk.std...y tbodygyrojerk.std...z tbodyaccmag.std.. tgravityaccmag.std.. tbodyaccjerkmag.std.. tbodygyromag.std.. tbodygyrojerkmag.std.. fbodyacc.std...x fbodyacc.std...y fbodyacc.std...z fbodyaccjerk.std...x fbodyaccjerk.std...y fbodyaccjerk.std...z fbodygyro.std...x fbodygyro.std...y fbodygyro.std...z fbodyaccmag.std.. fbodybodyaccjerkmag.std.. fbodybodygyromag.std.. fbodybodygyrojerkmag.std..
1 LAYING 0.22159824394000002 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040087999985 0.010834236360999998 -0.016553093978000002 -0.06448612408800002 0.14868943626 -0.107270949192 -0.041517286890000005 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.8747595480000001 -0.96346103 -0.9390990524 -0.8670652051800001 -0.8826668762000001 -0.158792670508 0.09753484158600001 0.08943765522 -0.9570738838 -0.9224626098 -0.9480609042 0.132419092398 0.024513618956 0.024387945280000007 -0.850249174586 -0.9521914948 -0.909302721 -0.0035467958560000032 -0.091529130882 0.010458125660000001 -0.8617676481000001 0.08640856294000002 -0.9333003608 0.26639115416000003 -0.8621901854 -0.1397750127 -0.9423669466000001 0.17648590708 0.0213659655642 0.0030604073500000027 -0.0016669846980000033 0.08443716468000001 0.4267062264 -0.5203438179800001 -0.35241310896 -0.9280564692000001 -0.83682740562 -0.826061401628 -0.8968300184000001 -0.9077200067600001 -0.85236629022 -0.958482112 -0.9241492736000001 -0.9548551108000001 -0.87354386782 -0.9510904402 -0.9082846626 -0.9186085208000001 -0.9679072436000001 -0.9577901596 -0.79514486386 -0.79514486386 -0.9282456284 -0.8190101697600001 -0.9358409828 -0.9244374346 -0.8336255561 -0.81289155944 -0.9641607086 -0.9322178704 -0.9605869872 -0.8822964508000001 -0.9512320494000001 -0.9165825082000001 -0.7983009404000001 -0.9218039756 -0.8243194396800001 -0.9326606676000001
1 SITTING 0.26123756542553195 -0.0013082876517021298 -0.10454418225531915 0.8315099334042553 0.20441159268085107 0.33204370276595746 0.07748251995744682 -6.191027851063799e-4 -0.003367792350212764 -0.04535005651276596 -0.09192415493617022 0.06293138119148936 -0.09367938072340427 -0.04021181242553192 -0.04670262700000001 -0.9485367861702129 -0.9485367861702129 -0.9873641955319149 -0.9308924900000001 -0.9919763412765958 -0.9796412387234043 -0.944084550425532 -0.9591848891489362 -0.049513597548936174 0.07594607685106385 0.23882987014893617 -0.9865970225531915 -0.9815794670212766 -0.9860530923404256 0.2566108235680851 0.047543783959574475 0.09239200325531916 -0.9761614640425532 -0.975838585319149 -0.9513155444680852 0.18915302126085107 0.0631270669787234 -0.029783920744680857 -0.9477829225531915 0.23665501168085107 -0.9852621268085107 0.3518522019574468 -0.9584355893617021 -2.621867170212705e-4 -0.9897975472340427 0.1847759280851064 0.02744154791914894 0.029709787829787233 0.06769813387234043 -0.06488161908723404 -0.591247480212766 -0.060466025380851066 -0.21801722510638297 -0.9772290082978724 -0.9226186419148936 -0.9395862910638298 -0.9684571457446809 -0.9355170559574468 -0.9490409331914894 -0.9864307112765958 -0.981371965319149 -0.9879108044680852 -0.9772112831914894 -0.966473895319149 -0.9414259208510639 -0.9917315921276596 -0.9895180685106384 -0.9879358063829788 -0.9270784187234044 -0.9270784187234044 -0.9841200240425533 -0.934531840425532 -0.9883087285106383 -0.9764123131914895 -0.9172750063829788 -0.9344695580851065 -0.9874929944680851 -0.9825139095744682 -0.9883391848936172 -0.9779042270212767 -0.9623450425531915 -0.9439178410638298 -0.9284448017021277 -0.9816061774468086 -0.9321983748936171 -0.9870496172340426
1 STANDING 0.2789176290566038 -0.016137590103773587 -0.11060181773584905 0.9429520003773585 -0.27298383226415096 0.01349058232264151 0.07537665422641511 0.007975730928301887 -0.0036852495470943406 -0.023987734797924532 -0.059397220981132086 0.07480075100000001 -0.09960921290566038 -0.04406278779245284 -0.048950546671698125 -0.9842782073584906 -0.9842782073584906 -0.9923677905660379 -0.9764937928301888 -0.9949667905660378 -0.9952499326415095 -0.9770708477358491 -0.9852970986792454 0.08651536190886792 0.11747894871886792 0.24485858579245284 -0.9946307973584907 -0.9854187045283019 -0.990752166037736 0.3141829401509434 0.03916189549433963 0.1385814787490566 -0.9863867860377359 -0.9889844558490567 -0.9807731228301887 -0.12029302060377359 -0.04471919781698113 0.10060763513962263 -0.9853563611320756 0.28455529077358493 -0.9925424775471698 0.42222010226415096 -0.9846176233962265 -0.028605772532830188 -0.9948153769811322 0.3344987343018868 -2.2234074716981594e-4 0.02196378269056604 -0.03379383820377359 -0.027922932196226404 -0.7434078879245284 0.2701750328301887 0.01225285037735849 -0.995759901509434 -0.9731900564150944 -0.9797758769811321 -0.9937629850943397 -0.9812259579245284 -0.9763240635849056 -0.9946045422641511 -0.9856487324528302 -0.9922511773584907 -0.9871919466037736 -0.9877344400000001 -0.9806456269811321 -0.9929451069811321 -0.9951379173584907 -0.9921084671698114 -0.9819429288679246 -0.9819429288679246 -0.9930962094339624 -0.9786900286792454 -0.9947332386792453 -0.9960283450943397 -0.9722931020754717 -0.9779372596226416 -0.9950737592452831 -0.9870182267924529 -0.9923498181132077 -0.9874971286792453 -0.9871077277358491 -0.98234533 -0.9823138047169812 -0.9925360033962265 -0.9784660720754718 -0.9946711232075472
1 WALKING 0.2773307587368421 -0.017383818527368426 -0.11114810354736843 0.9352232014736842 -0.2821650212631579 -0.068102864 0.07404163331578949 0.02827210958842106 -0.004168406177894742 -0.041830963526000006 -0.06953004621157895 0.08494481730421054 -0.08999754237052632 -0.03984287094631579 -0.04613092950210526 -0.1369711765568421 -0.1369711765568421 -0.14142880903157895 -0.1609795525368421 -0.2987036790842105 -0.2027943063263158 0.08971272640210527 -0.3315601177894737 -0.20754837449473684 0.11309364610315789 0.04972651961726316 -0.17054696454957893 -0.035225524113063164 -0.46899922463157895 -0.2092619733768421 -0.3862371432105263 -0.18553028124421053 -0.33903219711578947 -0.10305941643473684 -0.25594094031578946 0.014784498662105265 -0.06577461900105264 7.733215643157907e-4 -0.1286234506294737 0.1906437244 -0.057119400034315794 0.09382218070273685 -0.1992525689863158 0.26884436752589475 -0.3193085937789474 0.19066344879368421 0.060453747414736844 -0.00793037848421053 0.01305949071578948 -0.01874319104526317 -0.7292472010526316 0.2769530234736842 0.06885891198947369 -0.28374025884210524 0.11446133674736843 -0.26002790221052635 -0.9766096425263159 -0.9713059614736842 -0.9477172261052632 -0.11361560243578947 0.06700250076842106 -0.5026997885263158 -0.4735354858947369 -0.054607768659473685 -0.3442666294736842 -0.20742185475789474 -0.304468510631579 -0.40425545263157897 -0.21968864563157894 -0.21968864563157894 -0.07447175006252632 -0.1869783645263158 -0.3253248788947368 -0.31913471957894735 0.056040006846 -0.2796867514947368 -0.1335866063263158 0.106739857136 -0.5347134404210526 -0.5166919387368422 -0.03350815978842105 -0.43656222747368423 -0.3980325868421053 -0.10349240300210527 -0.32101795389473686 -0.3816019117894737
1 WALKING_DOWNSTAIRS 0.2891883204081633 -0.009918504610204083 -0.10756619090816327 0.9318744189795919 -0.26661033897959185 -0.062119958593877554 0.054155316489795914 0.029650449040816325 -0.010971973018367344 -0.0350781902989796 -0.09093712902040817 0.09008501420306123 -0.07395920362714287 -0.043990278336734696 -0.027046106106122455 0.027188291410612245 0.027188291410612245 -0.08944748079795918 -0.07574125436734694 -0.29546384334693876 0.03822918315102041 0.0015499078359183628 -0.22557447169387757 -0.3073951986877551 0.06322008393469389 0.29432270081061224 -0.027663867612244902 -0.1286671576489796 -0.2883347357142857 -0.25316434491836737 -0.33758970122448984 0.009372238891836733 -0.3524496313632653 -0.05570225246938776 -0.03186942719795918 -0.10045372904081633 0.08255114871836734 -0.07567620677142858 0.09658453430408163 0.11918714276795919 0.026218494932653057 0.07649154743265306 -0.18572028574489796 0.34961389546938776 -0.281963359177551 0.19000070616510206 -0.0026951251591836806 0.08993168655102042 0.0633382849183674 -0.039976845816326524 -0.7444837534693878 0.26724578469387755 0.06500470722448981 0.030035338348387754 -0.0319359434489796 -0.23043421320408164 -0.9505598116326531 -0.9370186589795918 -0.8959396951020409 -0.012283860544897957 -0.10160139064081633 -0.34573503232653063 -0.45803054293877554 -0.12634919493877553 -0.12470245424285716 -0.48702734224489796 -0.23882482753061227 -0.2687614802428571 0.019884350626530614 0.019884350626530614 -0.025787719708163268 -0.22572436806122448 -0.30651064553061225 0.02433083913877551 -0.11296373995306122 -0.2979278946938776 -0.08632789664020409 -0.13458000887755103 -0.4017214642857143 -0.49542248610204087 -0.18141472865714287 -0.23844356530612246 -0.1865303010734694 -0.10405226072653062 -0.398350390122449 -0.3919198766122449
1 WALKING_UPSTAIRS 0.2554616896226415 -0.023953149264339627 -0.09730200209433963 0.8933510975471698 -0.36215336433962264 -0.07540293975471699 0.10137272992264151 0.019486307618867924 -0.04556254491132075 0.05054937975471698 -0.16617001508867926 0.05835954639811321 -0.12223276801132076 -0.0421485884509434 -0.0407125527654717 -0.12992763073584906 -0.12992763073584906 -0.4665034462264151 -0.12673558996981132 -0.5948828650943396 -0.4043217841509434 -0.19097672081132075 -0.43334970207547174 -0.4187350003773585 -0.16069721351698113 -0.5201147935849056 -0.47987524566037737 -0.41344458754716984 -0.6854743539622642 -0.3770231283018868 -0.5094955316981132 -0.5511042841509435 -0.4926116679245283 -0.3194746090566038 -0.45359721301886796 -0.18745024773773586 -0.4735747866037736 -0.13337390425849058 -0.35239594471698116 -0.09774334964150944 -0.44265216245283023 0.085352409154717 -0.32596145739622645 -0.21930337611056605 -0.6346650820754717 0.11427734245471698 0.09608607617924528 -0.061083841301886814 -0.19469996311320756 0.06568356926415095 -0.6471956643396227 0.3347632773584906 0.07416636820754718 -0.35470802509433963 -0.00232026501698113 -0.019479238847169813 -0.9563670279245283 -0.9528492332075472 -0.9123794103773585 -0.4468438877358491 -0.37827442603773587 -0.7065935309433963 -0.5448711045283019 0.004105183798113208 -0.5071686749056604 -0.614786508490566 -0.6016966562264151 -0.606332002264151 -0.32497092924528304 -0.32497092924528304 -0.4789916220754717 -0.14861931805283018 -0.6485530443396227 -0.3374281886792453 0.021769510656603777 0.08595655438490567 -0.46190702584905663 -0.3817770652830189 -0.726040200754717 -0.565892490754717 0.15153890556603775 -0.57170784 -0.416260101509434 -0.5330598537735849 -0.18298551826415094 -0.693930521509434
11 LAYING 0.280592970877193 -0.01765980523157895 -0.10878657807017544 -0.13483203140350877 0.9430179414035089 0.11262018996491228 0.0766645337017544 0.012219385362982458 0.0027769050207017546 -0.019174384013684216 -0.04155998982280703 0.15201901592982459 -0.102297501877193 -0.04123914292982457 -0.06669574896491229 -0.9806211801754386 -0.9806211801754386 -0.9833306284210527 -0.9525237521052632 -0.9906412482456141 -0.9838013656140351 -0.9714039354385965 -0.9735768128070176 -0.06377097662105263 0.25194547224561403 0.22603584097192983 -0.984884874385965 -0.9738824966666667 -0.9795648442105264 0.1781045514863158 0.0034499960350877156 0.03001694498666667 -0.9761874712280703 -0.9826402719298246 -0.9614344207017544 0.006108199903508768 0.10494247775438596 0.0963568933754386 -0.9739940045614036 0.33601066057894735 -0.9769407745614036 0.2957478954561404 -0.9670933564912282 0.04060040627385965 -0.9859788371929825 0.2560349769122807 0.002750338492982456 0.0014353872421052568 -0.022025947601754386 0.05299161316473684 0.34527775964912283 -0.8131307798245615 -0.05934686438421053 -0.9847773300000001 -0.9721968738596491 -0.9713111768421053 -0.9795656024561404 -0.9907655796491228 -0.9841926063157895 -0.9852591085964912 -0.972777455263158 -0.9821117842105264 -0.9808368845614035 -0.9824426440350877 -0.9598974328070176 -0.9817248384210527 -0.9908457247368422 -0.9865490633333334 -0.9728918294736842 -0.9728918294736842 -0.9765048585964913 -0.9547131828070177 -0.9844764766666667 -0.9853222119298246 -0.9735892873684211 -0.9716680770175439 -0.9871226782456141 -0.9734867163157895 -0.983302949122807 -0.9824245854385966 -0.982660631754386 -0.9631839029824562 -0.9760376956140352 -0.9751265314035088 -0.9548490535087719 -0.9835694682456141
11 SITTING 0.27659019735849055 -0.0149195616754717 -0.11284021833962264 0.8719637983018869 0.21371630573962264 0.1885316959811321 0.07617773247169812 -2.1383855207546908e-4 0.008334007617169813 -0.03999849158490566 -0.07552844786792454 0.07617394190566039 -0.09484234813207548 -0.0392813049264151 -0.050539546239622646 -0.961970763773585 -0.961970763773585 -0.9793556350943396 -0.9518844720754718 -0.9895190311320755 -0.9814814543396226 -0.9345031828301887 -0.9728551103773585 -0.05034039735471698 0.09677477433396225 0.24346978639622643 -0.9808317503773585 -0.9674546177358491 -0.9811248613207547 0.1533201975188679 -0.0805058031716981 0.07559826258490566 -0.9851068754716982 -0.9826366449056604 -0.9544538211320756 0.11567852933660376 -0.10247321057169811 -0.045957946584905665 -0.9530660090566038 0.19864883733962263 -0.975315331509434 0.19225910791320755 -0.9697999511320755 -0.03989666015094339 -0.9872559726415095 0.15934536683962264 -0.011786010575471698 -0.01056824405471698 -0.003980029584905654 -0.025414894933962262 -0.6634598754716982 -0.0686398358490566 -0.11203560084905662 -0.9827965620754717 -0.9214021181132076 -0.9683701818867925 -0.9880693411320756 -0.9497925720754717 -0.971661610754717 -0.9803351635849057 -0.9667666433962264 -0.9834416096226415 -0.988164911509434 -0.9822490401886793 -0.9528443124528302 -0.9905015183018868 -0.9885548201886794 -0.9810160447169812 -0.9445818264150944 -0.9445818264150944 -0.9745117267924529 -0.9599644883018869 -0.9862566647169811 -0.9833898101886793 -0.9200471616981132 -0.9678843909433963 -0.9816079420754718 -0.9684214756603774 -0.9843496067924529 -0.9891895126415094 -0.9821379190566039 -0.9568027667924529 -0.9485219860377359 -0.9722891341509434 -0.9607112418867925 -0.9856072292452831
11 STANDING 0.2777155627659575 -0.01719908865957447 -0.10868663042553192 0.9564645359574468 -0.17308270468085107 0.12719842340425533 0.07600977219148937 0.012413096555106385 -7.459162321276598e-4 -0.029314152148936175 -0.07654650419148937 0.08105882161702128 -0.09951935589361703 -0.03959921408510639 -0.05247327523404256 -0.9848538365957448 -0.9848538365957448 -0.9892423772340426 -0.9799780114893617 -0.9934281836170213 -0.9938080506382979 -0.9687030725531914 -0.987669785531915 0.08901024169787235 0.05574089764893617 0.29239024563829785 -0.9923854508510639 -0.9792870242553192 -0.9884607880851064 0.3121718396744681 -0.030509414489361703 0.12074056636808511 -0.9783017172340426 -0.9940254882978724 -0.9807629680851064 -0.12993599336170214 0.11920123437234043 -0.021296778829787238 -0.9822554136170213 0.23307822723404256 -0.9886365953191489 0.33309892976595745 -0.9825765197872341 -0.04784861762765959 -0.9929810197872341 0.22329740889361704 -0.0023166917776595753 -0.013952213465957453 0.01859355044680852 0.01267844294042555 -0.8019864042553192 0.201762944893617 -0.06687097738297873 -0.9949788787234043 -0.9641733317021277 -0.9863827127659576 -0.9945293980851064 -0.9810478287234042 -0.9894332536170213 -0.9925274042553193 -0.9794282795744682 -0.9901329895744682 -0.9802424946808511 -0.9942104719148936 -0.9806366648936171 -0.9866904036170213 -0.9955716312765959 -0.9906632185106383 -0.9803053689361703 -0.9803053689361703 -0.9888539606382979 -0.9770714374468086 -0.9925791665957447 -0.9955737629787235 -0.9635067900000001 -0.9859585174468085 -0.9934145640425532 -0.9811858236170213 -0.9903781495744681 -0.9810091157446809 -0.9943530865957447 -0.9823087810638298 -0.9815039695744682 -0.9880212310638299 -0.9774377108510638 -0.9922774685106384
11 WALKING 0.27182189288135594 -0.016647583362372886 -0.10609630403389832 0.9464684513559323 -0.21204587016949153 0.13405321510169493 0.08297093284915255 0.012768247655932208 -0.01336482777966102 -0.04269289954576271 -0.07051049742542373 0.08437444955075424 -0.09182041954915254 -0.051417254955932204 -0.0342677451 -0.2883234720338983 -0.2883234720338983 -0.40233320203389833 -0.421801673559322 -0.6307327055932204 -0.39653373186440677 -0.08304784359762712 -0.6164029101694916 -0.37360793220338984 0.012876103396610168 0.040455755913220336 -0.45326526881355933 -0.2418017261864407 -0.6925938722033899 -0.3534199326271187 -0.42788940257627117 -0.0923919508661017 -0.5147533076271187 -0.5931073984745763 -0.3982933366101695 -0.1759460939322034 -0.2971771125254237 -0.18406578825423728 -0.4585140625423729 0.09358180488547459 -0.39511613423728814 0.08445430804745763 -0.6102226288135594 -0.07483706935661018 -0.7519144574576272 0.05636483690847458 0.061938113762711876 -0.043667107862711885 0.05797307967796612 0.012860881254237287 -0.770427852881356 0.22865090762711865 -0.07162134757627119 -0.4228420718644068 -0.052212075044067795 -0.5306263113559322 -0.9811010144067797 -0.966240553559322 -0.9608526840677966 -0.42851634355932205 -0.18141923025423728 -0.7206547311864407 -0.5963469308474576 -0.4996252872881356 -0.4341782025423729 -0.5416163971186441 -0.7379937559322034 -0.5510799425423729 -0.4877359150847458 -0.4877359150847458 -0.4031412847457627 -0.558362783220339 -0.753671416101695 -0.43370331152542374 -0.09660682853728814 -0.5230933949152543 -0.45394304 -0.17017740312372884 -0.7475646120338983 -0.6231502689830509 -0.4536631840677966 -0.49855463949152545 -0.5844559920338983 -0.41744681559322033 -0.5997454377966102 -0.7735740647457627
